Movie Name,Movie Id,Review Content,tmdb Rating,User Rating,Genre(s),Not A Movie?,Release Date,Production Company
Minions: The Rise of Gru,438148,"Eleven year old 'Gru"" is asked by his school teacher what he wants to be when he grows up. ""A super villain"" he retorts - to the derision of his classmates. Little do they know, though, that he has applied to join the ""Vicious Six"" who have, themselves, just dumped their founder member ""Wild Knuckles"". They aren't so impressed when he turns up at the interview but he uses his newly designed glue-gun to escape with their all powerful, emerald encrusted, stone. Now the five are on the warpath as he entrusts the stone to his minion friend ""Otto"", but he manages to swap it for a pebble with eyes so now embarks on a mammoth cycle ride to fetch it back whilst the pursuing villains cause havoc. Luckily, ""Wild Knuckles"" hasn't given up. He kidnaps ""Gru"" to get the stone back, but when he realises that he no longer has it, the two form an unlikely, and quite amusing, partnership to retrieve it. I guess I'm just the wrong demographic for this, because although it hits the ground running and never stops for breath, I just didn't really get it. The yellow ovoid creatures are fun, but hardy the stuff of big screen entertainment and the plot reminded me of the recently released ""Bad Guys"" animation that I didn't much like either. It's my first foray into ""Despicable"" territory, but the slapstick approach to the whole thing will probably ensure it's my last. Others will love it, I'm sure - the cinema on a Sunday night was packed to the rafters, but this hadn't enough for the grown up in me to remain engaged for long.",7.456,6.0,"Animation,Comedy,Family",False,2022-06-29,Universal Pictures
The Raid 2,180299,"The Raid 2 is more ambitious than the original, with a more complex story and some of the best choreographed and directed action sequences ever made. What more could a hardcore action fan ask for?",7.631,10.0,"Action,Crime,Thriller",False,2014-03-27,XYZ Films
[REC]⁴ Apocalypse,185341,"> When the source followed straight to the isolated lab.  It looks like been ages. I know the movies (the previous three), but can't remember the scenes. A quick recap would have been helpful, but I did not do that and went ahead with this. That's the reason I hate to follow television series on the broadcast which drag one season for over 6 months. This was the fourth film in the [Rec] film series and third in the story continuation after first two. The third installment was set in the parallel timeline to that before one, but off the track narration. In this, an old woman character was brought on-board to make sure the third film was not an offbeat from the series.  Except the opening few minutes, the rest of the story takes place on a moving ship. Kind of similar to 'Sector 7', though both the flicks are entirely different. The ship is used as a laboratory to develop a vaccine for the deadly disease which turns humans into the flesh eating zombies. It is protected by the armed paramilitary force. Somehow the virus breaks loose, the infection spreads out quickly through the various platforms like lab monkeys and foods. How the survivours fight to remain alive in the nowhere of the ocean is the remaining narrative. If there is a way, how they make it out that comes with the intensified gore battle between the undead and the living.  I never expected another film in the series, I thought it was a trilogy, but after seeing this I felt the idea was not that bad after all. Just like the 'Jurassic Park' movies, the fourth movie puts the franchise back on the track after the third was derailed. The first film was so good and a bit scary too, followed by another decent movie. Like I mentioned the third flick was different, but a sustainable one to the theme and title.  > ""I don not know what was going on, > but luckily I was not there.""  This story starts off with a slow, until the third act where the pace picks up rapidly. Not scary, but towards the final sequences, it was very fast and edgy. The way it concluded, the outro scene was a hint for another film in the franchise. But in my opinion, it should have ended with three films or with this one. Hoping for a better one if there is going to be another [Rec], because my rating in numeral declining by one point following the each sequel.  I think the suspense should have maintained well. There were some tiny twists and turns on the weak movie plot, but I anticipated the final twist and it did not deliver with that effectively. I know the theme was built on the situation, not depended on prolonged story. Because the action speaks more than any kind of development to give a clean vision on happening. After all, most of the horror movies follow the same sutra, but sometimes the horror-dramas exclude it and this is not one of that.  Its a collective performance, individually, not noticeable. Because it does not follow any particular character. Though the character Angela, the television reporter was the centre of the attraction as it marks her comeback who was main in the first two films. The filmmaking was compromised, I mean it was not 'found footage' style movie as should have been. Because where this story set in does not demand such kind of cinematographical portrayal. Also avoids the dark atmosphere that used to scare us, especially the night vision screenplay was critical in the earlier two films to creep out the viewers.  The title for this installment was 'Apocalypse', but that does not make any sense what they show in the exit scene. Should have called it 'Zombie Ship' like 'Ghost Ship'. I feel it is worth a watch, only to keep updated the [Rec] film series, because if they make a phenomenal 5th movie, we don't have to go back to 4th for continuation.  6/10",5.564,6.0,"Thriller,Horror",False,2014-10-31,Filmax
The Rugrats Movie,14444,"Weak watch, won't watch again, and can't recommend except for HUGE Rugrats fans.  As the origin story for Dill Pickles, it very clearly is going to deal with ""Where do babies come from?"", but I think this is the closest the Rugrats franchise has come to addressing death with its audience.  I don't think the nostalgia I had for Rugrats was strong enough.  I'm seeing all these characters I loved, and just feeling nothing.  I'm hearing these (fantastic, voice-acting) ladies doing baby voice, and I've seen other movies where ladies do baby voice and they're just not nearly as long as this one.  I might have been able to get into the movie as it actually has a decent story (thought it focuses on the parents more than I'm used to), but they decided to play with rules that involve how babies talk.  They clearly present new-born babies that not only talk, but talk eloquently about ""Missing their old womb"" (sounds like a baby saying ""room"").  Dill, barely talks.  in fact, he talks to the babies like the babies would talk to the adults, and they refer to him as a baby.  While they should be toddlers and speaking a lot more than they should, part of the premise is that they're babies that talk to each other, but not adults.  It almost paints the picture that Dill was born retarded, but refuses to address it, even if it applies it directly.  It really broke the movie for me, as it's the chief mechanic behind the babies' A story line that is the basis for the parents' B story line.",6.2,4.0,"Family,Animation,Comedy,Adventure",False,1998-11-20,Klasky-Csupo
Harry Potter and the Philosopher's Stone,671,"Ahh, the magic begins.  Harry Potter is an Orphan who on his eleventh birthday discovers he's a wizard and is called to term at Hogwarts School. But Harry is soon to find out that his past, and his destiny, is a truly remarkable, magical, and terrifying thing.  Harry Potter And The Philosopher's Stone arrived in a blaze of publicity, one of the most hyped and talked about motion pictures of the decade had finally arrived. The box office was guaranteed to bulge based on fandom book base alone, regardless of if the film got bad word of mouth or not, it was destined to be a monster smash hit. To someone like me who to this day has never read any of the Harry Potter books, it was easy for me to view objectively without comparison to the source - I enjoyed it immensely upon theatre release, and I still enjoy it equally as much now.  Director Christopher Columbus, I believe has wisely stayed loyal to the source material, and thus pleased the literature masses. Yet not all newcomers to the party were that taken by the magic on show, that's a little baffling to me because the budget explodes from the screen at every turn. Oliver Twist like sets form the marvellous Diagon Alley, dream like smoke cloaks the splendid Hogwarts Express, the school itself is a monolithic delight nestling in among eerie mountains - and what about the exhilarating introduction of Quidditch? Pulsating and frantic with no amount of devilment to keep us intrigued throughout.  The characters are all perfectly formed in the first two thirds of the film, here Columbus pulls off a masterstroke by interjecting the character arcs with dashes of wonder so that we the audience never gets bored. The final reel plays out solidly as per the mysterious ""who done it"" core of the piece, but it's down to the previous work in the film that we actually care come the finale. Some great casting of the adults really helps to make the film triumph, with Maggie Smith, Robbie Coltrane (one of the best casting jobs of the decade I would say), Richard Harris, Alan Rickman and Zoe Wanamaker all doing excellent work here. The kids are all newcomers that overnight were to become household names, all fresh faced and wet behind the ears, Daniel Radcliffe, Emma Watson, Rupert Grint & Tom Felton are a delight to watch, and they all help to keep the feeling of charm constantly glowing up on the screen.  Owls here, witches there, what's that strange three headed dog doing over there? The Harry Potter franchise begins with a bang and a whip of the wand, and I and gazillions of others personally love it. 8/10",7.913,8.0,"Adventure,Fantasy",False,2001-11-16,Warner Bros. Pictures
Harry Potter and the Order of the Phoenix,675,"Front and Centre for Dumbledore's Army.  Term 5 at Hogwarts for Harry and the gang and it's a deeply unsettling time. Harry faces getting expelled and finds himself shunned by many around him. This at a time when the Ministry of Magic compounds his misery by insisting to all and sundry that ""you know who"" is not back again.  Given that JK Rowling's fifth book is considered to be something of a door stopper, a book more of interim Potter filler than any great amount of substance, credit has to go to new to the franchise director, David Yates. For Yates and his screenwriter Michael Goldenberg have managed to craft a briskly entertaining segment in under 2 hours and 20 minutes of film. Yes it's safe to say that it ultimately does feel like an interim filler movie, one that is for fans and not newcomers to the series, but the effects are superb (except Grawp that is), the action is much and suspense is not in short supply. While it also finds Radcliffe as Potter finally hitting his acting stride.  New into the magical fray comes the wonderful Imelda Staunton as Dolores Umbrage, the sort of cheery psychotic teacher we all had bad dreams about in our formative years. Also most welcome is Helena Bonham Carter as nut job harpy Bellatrix Le Strange, it's an appetiser of substance and we can't wait to see some more of her from here on in. Of course the usual problem of not enough screen time for the regulars still exists, but it's now become a figure of grumpy acceptance in the grand scheme of Potter World. Neatly keeping the story trimmed of extraneous fat, Yates doesn't disappoint in delivering a last quarter as memorable as any so far in the series. Big rewards await those who wait, because the showdown that crowns Order of Phoenix is a magical mêlée of wands and wonderment; a face off between good and evil, a free for all that joyously assaults the senses.  Roll on Half-Blood Prince, where it's great to know that Yates has been further entrusted with the Harry Potter reins. 7.5/10",7.686,8.0,"Adventure,Fantasy,Mystery",False,2007-06-28,Warner Bros. Pictures
We Have a Ghost,852096,"FULL SPOILER-FREE REVIEW @ https://thatshelf.com/we-have-a-ghost-review/  ""We Have a Ghost holds a fun concept and a charming cast, but Christopher Landon disappoints with a disjointed, overlong, easily forgettable story. The incessant attempts to approach various subject matters through different genres destroy a screenplay that garnered attention for the simplicity of its premise, but which ends up becoming an unnecessarily complex mess without any idea of what it wants to be. Wasting David Harbour as a non-speaking ghost is one of many questionable creative decisions in this hard-to-remember Netflix film.""  Rating: D",6.59,3.0,"Fantasy,Family,Comedy,Adventure",False,2023-02-24,Temple Hill Entertainment
Harry Potter and the Half-Blood Prince,767,"Hormones over excitement as part six is merely an appetiser to the double billed closure to come.  Death Eaters are running amok as Dumbledore has an important task for Harry and Voldermort has one for Draco; all set to the backdrop of raging adolescent hormones. While Harry also acquires a rather helpful book written by the mysterious Half-Blood Prince.  Potter 6 is not as dark as the pre-release chattings suggested it would be. Yes there's the usual dark moments, including a shattering turn of events that sets it up nicely for the finale, but this instalment is mostly fun, gentle and even sexy. Harry, Ron & Hermione are more under threat from their own adolescent urges than they are from the swirl of a Death Eater or the appearance of one young & creepy Tom Riddle. This of course makes for good viewing to most of us who have grown with the characters, with the principal young actors having nicely grown into said characters. But can it sustain a two and half hour running time? No it can't is the ass numbingly honest answer. There's some quality set-pieces including Quiddich (for a change) and a swamp attack by the Death Eaters, but by and large it's talky and breezy in equal measure.  A filler Potter movie then, one that is far breezier than expected. Good but not great, but as a set up for the epic conclusion it hits all the right buttons. 6/10",7.698,6.0,"Adventure,Fantasy",False,2009-07-07,Warner Bros. Pictures
Harry Potter and the Deathly Hallows: Part 2,12445,"It is the quality of one's convictions that determines success, not the number of followers.   So here it is, the 8th and final instalment of a film franchise that has lasted 10 years and runs at just under 20 hours in total. Following straight on from the frustratingly incomplete scene setter that was Deathly Hallows Part 1, we continue to track Harry, Hermione and Ron as they search for the remaining Horcruxes that will render the evil Lord Voldermort as a mere mortal. This narrative thread is run concurrently with the Voldermort movements, where he now has in his possession The Elder Wand (the wand to rule them all) and has gathered a vast army to descend upon Hogwarts and achieve his ultimate goal of killing Harry. Meanwhile vital character story arcs are filled in and secrets will out...  David Yates directs and Steve Kloves adapts to the screen, both of whom were perfect choices given their considerable input to the series. Smartly the pic has been kept to a 2 hour and 10 minute run time, and thankfully it flows nicely and the pace never stalls. Being one of those who has never read the books I can't say what has been left out or if anything has been tampered with for dramatic licence? What I know for sure is that the emotional investment garnered from being with this story for so long, to be part of these characters lives, watching them grow, ensures that this closure piece pounds the senses. Sitting down to watch it you realise that we are going to lose people we care for, and Hogwarts, the wonderful place we fist glimpsed across the night time water, is going to be attacked and reduced to a battle scarred place of war.  As the effects work dazzles and the one time child actors come shining through as mature actors who have casted off previous wooden traits, the story filling strands show just what wonderful work Rowling achieved on the page. Some of the characters never stood a chance in life, some carried deep emotional scars, and others  held secrets so crucial to the whole Potter universe. For a series of such fantastical genre sparkle, the Harry Potter world eventually reveals itself to be a deep and fortified humanist drama, and engaging it most certainly is. That this is achieved as battlefield carnage is raised, with wand wars booming up on the screen, it means credit is due to all involved the making of such a cherished and intensely followed Octalogy.  Is it the earth shattering finale one hoped for? Well not quite. Story wise for sure that is the case, but with the whole story driving towards the final battle between Harry and Voldermort, it's disappointing to find it's rather brief and in truth anti climatic. Harry the boy now burgeoning into a man versus the snake faced despot surely should have been a crowning glory, but sadly not so. To compound this irritating disappointment, we then get the epilogue that is bogged down by aging make-up design that is almost laughable. But these are just annoyances, not film killers, for this has been a magical ride for 10 years. Fans will feel a gap in the heart now it's over, maybe even shed a Snape like tear as well? Yet ultimately it has been a triumph and the rewatchable factor for the whole series will always remain high. 8/10",8.11,8.0,"Fantasy,Adventure",False,2011-07-07,Warner Bros. Pictures
Harry Potter and the Goblet of Fire,674,"Do not do so lightly! If chosen, there's no turning back. As from this moment, The Triwizard Tournament has begun!  Year four at Hogwarts for Harry Potter and his chums, and it's a time of change, chance and danger. The prestigious Triwizard Tournament is being hosted and the applecart is turned upside down when Harry, unqualified and underage, is selected by the Goblet of Fire to be one of Hogwarts' competitors. If the thought of competing in such a dangerous tournament wasn't scary enough, Harry also has the worry of finding a date for the Yule Ball to contend with!   The Prisoner of Azkaban set the marker for a darker, more grown up Potter picture, a high standard that Goblet of Fire, and new director Mike Newell, arguably had no hope of attaining. But it's not for lack of trying, and in fairness Newell and the team have managed well enough to blend the blackness that comes with the impending arrival of Lord Voldermort (Ralph Fiennes), with the burgeoning ping of teenager hormones. There's an awful lot going on here. With the Triwizard Tournament comes two groups of exchange students to Hogwarts in the form of the glamorous girls of Beauxbatons Academy, and the hunky boys of Durmstrang Institute. The arrival of which sends Ron, Hermione and co into blushy flustered awakenings. The tournament itself (rightly) dominates much of the film, the lead up to it and the three challenges that the competitors have to face, with Harry's dragon face off a bona fide excellent piece of film. Then on to the fall out of the tournament where it gets real dark and the film and series lurch on to another level and set up the next installment a treat.   As is customary for a Potter film, there's also a number of new characters and replaced characters in the mix, while major story developments flit in and out of the narrative to the point you really have to pay attention completely. Of the new arrivals it's Alastor ""Mad-Eye"" Moody (Brendan Gleeson terrific) who is most telling and enjoyable, but tabloid scribe Rita Skeeter (Miranda Richardson) is something the film could have survived without. Yes it's a nice pop at the gutter press, but watching it now, would the time spent wasted on Skeeter not have been better served on the sadly under filmed Quidditch World Cup? Especially considering the build up to it is magnificent. Or at the very least some more Malfoy Senior, Sirius or Snape! But the disappointment felt there is offset some by the wonderful Yule Ball, where Newell is in his element gleefully dangling his charges through the joys and sorrows of awkward awakenings. It's a series highlight that's not to be missed.  A film of variable pace due to the makers trying to juggle so much, it's ultimately something of an up and down viewing experience. That said, Newell is able to dazzle the pre-teens with his set pieces, because the kiddies sure as hell will not understand the angst and hormonal issues present, while the rest plays out on adult terms. So something for everyone, then. It may not be successful as a whole, and newcomers dipping in for the first time get no guidance at all, but it's still a ripper of a ride for those who are into the films having not read the books. It's set up nicely for part 5, but pity poor David Yates in the directing chair for Order of the Phoenix, though, for that is one hell of a door stopper novel to try and condense down into an entertaining Potter movie! 7/10",7.816,7.0,"Adventure,Fantasy,Family",False,2005-11-16,Warner Bros. Pictures
Sexual Chronicles of a French Family,112160,"There's a lot of humour and heart here when people are talking to each other. Unfortunately, that's not often. Instead, we're treated to many boring sex scenes. It's still worth watching for the third of it that isn't porn.",4.879,4.0,"Comedy,Drama",False,2012-05-09,Toloda
"Tad, the Lost Explorer and the Emerald Tablet",676701,"Whilst excavating a tomb in South America, would-be archaeologist ""Tad"" discovers the most unlikely of objects - an Egyptian mummy. Derided by his rather academic colleagues, he is sent back to Chicago where his apartment is full of treasures that he has been obliged to keep under wraps - one such antiquity being an enthusiastically alive Aztec mummy called, well quite aptly - ""Mummy"". When his erstwhile colleagues discover this sarcophagus and return it to America, he - armed with what he thinks is a key, and assisted by his friend ""Sara"" manages to get into the museum, open the coffin and release.... Soon all human life is at risk, and they must race to obtain the sacred emerald tablet that will fulfil the dearest wish of it's owner - for good or ill! It's derivative. Yes. Loads of ""Indiana Jones"" style scenarios with bits of Brendan Fraser's ""Mummy"" thrown in too. Indeed, the score reminded me very much of the latter series (and of a Turkish Delight ad). The characterisations are all about the usual loyalty, friendship, teamwork and determination - ideal fodder to leave the youngsters in front of. The animation is adequate, and the story moves along apace with plenty of action to keep it skipping along nicely for just short of ninety minutes. It benefits from an engaging story and though really quite forgettable, I did quite enjoy it.",7.637,6.0,"Animation,Adventure,Comedy,Family,Fantasy",False,2022-08-24,Lightbox Animation Studios
After Ever Happy,744276,"This is just the gift that keeps on giving... Only thing is, once you take the admittedly attractive wrapping from the box, the present is empty! This continues the on/off, love/hate, familial discord of ""Tessa"" (Josephine Langford) and her beau ""Hardin"" (Hero Fiennes Tiffin). The thrust here (and there is far less actual thrusting in this film than in the others) seems to be to prove that the young lovers are maturing; they are beginning to realise that they are more two peas in a pod than we might have originally considered. This also develops the roles of the parents - especially ""Trish"" (Louise Lombard) and ""Ken"" (Rob Estes) as we discover they have plenty of demons of their own, and so frankly it is no real wonder that the weans have grown up quite so dysfunctional. It is hard to know just quite who this film is for. The story is all over the place, the melodrama weak and implausible and the characterisations become less and less engaging as this tiresome and frankly rather boring franchise drags all of their unwanted dirty washing onto the screen. It is also quite difficult to know whom this is relevant too or for, and HFT is as wooden as a board throughout. The production is adequate, clearly these have been made on a modest budget, but the writing is as infantile as the performances. I gather there are more to come - can't wait!",6.9,5.0,"Romance,Drama",False,2022-08-24,Voltage Pictures
Shrek Forever After,10192,"Dreamworks play safe and sign the series off with dignity.  After the monstrosity that was Shrek the Turd, the Dreamworks team behind the Shrek franchise woke up and realised what made the series so popular in the first place. Shrek Forever After is not a particularly great film, but it finds some firm footings to appease the adults and children alike.  Thematically it's as safe as houses, it pitches Shrek into a ""It's a Wonderful Life"" scenario, where the big green ogre gets to spend a day away from the life he didn't realise he was happy with in the first place. Making a deal with the nefarious Rumpelstiltskin, Shrek finds a world of darkness for ogres, a world ruled by a psychotic who has an army of flying Margaret Hamilton's to do his bidding. Worse than that, Fiona doesn't know him, she's the leader of the resistance and has no time for some big green ogre love. Donkey is all mangy and Puss in Boots literally has become a fat cat, it's a horrible life, man!  The action and graphics whizz past the eyes in what is a perfectly pitched time frame of 90 minutes. It never reaches the heights of the first two movies, but it doesn't strain for laughs or narrative cheek (Pied Piper as a bounty hunter? Genius), or more crucially, it's never dull, something part 3 can't safely claim to not be. It bows out with head held high, not so much in a blaze of glory, but with a dignified recognition of the fact it's time to retire to the swamp and chill out. Take it easy Shrek and the gang. 7/10",6.334,7.0,"Comedy,Adventure,Fantasy,Animation,Family",False,2010-05-16,DreamWorks Animation
After Ever Happy,744276,"This is just the gift that keeps on giving... Only thing is, once you take the admittedly attractive wrapping from the box, the present is empty! This continues the on/off, love/hate, familial discord of ""Tessa"" (Josephine Langford) and her beau ""Hardin"" (Hero Fiennes Tiffin). The thrust here (and there is far less actual thrusting in this film than in the others) seems to be to prove that the young lovers are maturing; they are beginning to realise that they are more two peas in a pod than we might have originally considered. This also develops the roles of the parents - especially ""Trish"" (Louise Lombard) and ""Ken"" (Rob Estes) as we discover they have plenty of demons of their own, and so frankly it is no real wonder that the weans have grown up quite so dysfunctional. It is hard to know just quite who this film is for. The story is all over the place, the melodrama weak and implausible and the characterisations become less and less engaging as this tiresome and frankly rather boring franchise drags all of their unwanted dirty washing onto the screen. It is also quite difficult to know whom this is relevant too or for, and HFT is as wooden as a board throughout. The production is adequate, clearly these have been made on a modest budget, but the writing is as infantile as the performances. I gather there are more to come - can't wait!",6.9,5.0,"Romance,Drama",False,2022-08-24,Voltage Pictures
Interstellar,157336,"Well, one off from two of this year's most expected movies alongside 'The Battle of Five Armies'. Like all the Chris Nolan fans, I was equally excited to see the movie on the opening day opening show. But I slightly disappointed that it was not a digital 3D film. I agree, this science-fiction was more dramatized than usual space travel stories does with an adventure-thriller. Almost a 3 hour long stretch movie did not waste much time to take us to the core of the story. Get prepared for this extremely rare voyage into the space with a logical explanation for everything you see on the screen. Well done research for the most matured and intelligent writing. All the credit must go to Nolan brothers. A good sign from Jonathan Nolan, who can make big in the entertainment industry in a future like his brother.  As we know many had liked 'Inception', to me that was a simple multi-layered action movie, that's all. But the same stuffs that used in this film makes sense. In fact, you have to have a little knowledge over how the universe works, so then it will be easy to catch the scene and situations while watching the movie. Totally like a documentary style concept, but with the additional stuffs like characters and its emotions add flavor that gives a movie look. An educational movie, though it also can work for those who wants just entertainment. Only the slow movie pace would test their patience.  It all begins like Shyamalan's 'Signs' movie with a family living surrounded by corn field. Then switches to 'The Astronaut Farmer' and going through 'Gravity', finally meets the 'Inception'. It was just a reference to call the movie setting that brings constant change for every half an hour. Like the opening scene and the end scene had over a 100 years difference.  As I earlier said it was the story of a family alongside the future of humankind and decoding universal mysteries through travelling in space and time. This movie would a reasonable for those who thought '2001: A Space Odyssey' is a boring piece, Cleverly written cinematic piece especially for science geeks. I don't know how perfect the movie to the actual present astrophysics, but will justify for the common people's capacity of understanding with an encourageable amount of commercial elements in it to entertain as well.  The first three quarters of the movie was well made. It puts me in a unblinkable position like a story was narrated by Brian Cox in a television series. Like I said, lots of astrophysics involved in it, but strangely human emotions were also exhibited equally that I never expected one from Nolan film. It was not an ordinary sentiment, but was strong enough to make a man cry for happy and sad situations in the movie. I liked science and emotion coming together. In fact, it saved the movie, otherwise it would have been a science documentary straight from NASA production through Nolan direction.  There are many surprise elements in the movie and of course there is a twist at the end. We can call it a series of twists like the layers. Compared to last quarter of the movie to the rest, it completely detaches which opens broadly to the different directions. And that happens so fast rushing towards the other end. Which give an impression of the movie 'Inception'. In a perfect way to say the first 75% was 'The Tree of Life' and the remains are 'Inception'.  ‘‘This world's a treasure, but it's been telling us to leave for a while now.’’  All the actors were so good. Matthew McConaughey steals the show as he dominates the majority of the screen space in the story presentation. There's no ruling out the fine performance executions from Anne Hathaway and the young star from the Twilight movie, Mackenzie Foy. The remaining cast was having less scope which were like the guest appearances that was widened a little broader, but was perfectly fitted for the story. Especially Matt Damon's was the crucial one.  Remember the movie 'Contact', a lovely movie, which was ruined by its fictional ending. Something like that happened in this film as well. The story was initiated with a realistic approach with actual scientific contents as per the present understanding about the universe. But the end was let me down with the layered contents that kind of impossible to agree with it. As a cinematic theme it worked, yeah, a good solution for this wonderfully written story. We know that the time can't run backwards, so that's the trouble.  Anyway, this movie defines in a new way, I mean scientifically the existence of ghost. It was not a horror movie, but I liked supernatural force that merged with this science fiction theme. That explains and gives vast ideas to expand our physics beyond something and somewhere yet to reach. Hats off to the director, because he was not thinking of making money here. His idea was to implement what the humans are understood so far about the cosmos. And he very nicely transformed those into the silver screen with the blend of human emotions. In my opinion, this will replace '2001: A Space Odyssey' for sometime till another one make this way.  I could have not asked a better space travel drama than this, especially when I heard Nolan doing a science-fiction I believed he gonna rock it. He was so true to the science and the human feelings in this film. If you had seen enough movies before like this one, you can recall your memories like the Tom Hanks parts from 'Cloud Atlas'. But still independently stands strong and falls in a never seen before category.  ‘‘Maybe we've spent too long trying to figure all this out with theory.’’  The end scene leaves a hint of a possible sequel. I would be happy if that happen in a near future, but definitely that would be a completely different cinema as per how this one ended. I know his fans want that to happen and so am I.  The visuals were not that great, but simply very good. To see those in digital 3D would have given us a different experience, sadly Nolan was not in favor of that technology. Hoping this movie would get as many as the Oscars nod. Especially not getting into the best motion picture shortlist would be a shame. Like I said I'm no one fan, I just love watching everyone's every movie. I would have went to see it again if it was converted into digital 3D, since I'm modern tech geek when it comes to the films.  It will become a talk of the week, perhaps month all over the world, so don't leave behind when your friends talk about it. What I gonna say is it is a must see asap if you are a movie fanatic like me otherwise Nolan movies does not need anyone's recommendation because his movies usually sell itself like the hot samosa.",8.393,9.0,"Adventure,Drama,Science Fiction",False,2014-11-05,Legendary Pictures
Ip Man: Kung Fu Master,658009,"From its okay beginning to serviceable close, 'Ip Man: Kung Fu Master' is a somewhat monotonous, wannabe-mythmaking biopic for Ip completists only. - Jake Watt  Read Jake's full article... https://www.maketheswitch.com.au/article/review-ip-man-kung-fu-master-an-adequate-actioner",6.811,4.0,"Action,Drama",False,2019-12-23,Unknown
The Ice Age Adventures of Buck Wild,774825,"It would have been so incredibly satisfying if Disney had debuted an _Ice Age_ film with solid animation, laugh out loud humor, a well-written story, and likeable or even downright despicable characters. Having those elements would have at least given fans of the franchise thus far hope that Disney had a vision of where to take Ice Age in the foreseeable future. Instead we get this lackluster dud of a film that is boring to look at and is mostly massively unfunny while making most of the characters – old and new – forgettable. When Zee first meets Crash and Eddie, Buck says something along the lines of, “What they lack in courage they make up for with bumbling ineptitude.” That is all _The Adventures of Buck Wild_ is; an unnecessary animated excursion into bumbling ineptitude.  **Full review:** https://hubpages.com/entertainment/The-Ice-Age-Adventures-of-Buck-Wild-2022-Review-An-Inept-Spleen-Powered-Blemish-of-Animation",6.7,2.0,"Animation,Comedy,Adventure,Family",False,2022-01-28,Bardel Entertainment
Fantastic Beasts: The Secrets of Dumbledore,338953,"FULL SPOILER-FREE REVIEW @ https://www.msbreviews.com/movie-reviews/fantastic-beasts-secrets-dumbledore-spoiler-free-review  ""Fantastic Beasts: The Secrets of Dumbledore is a significant improvement over its predecessors, proving that Steve Kloves really can work miracles - J. K. Rowling still has a lot to learn.  By completely shifting the main focus of the franchise to the love relationship between Albus Dumbledore and Gellert Grindelwald, as well as the exploration of the former's imperfections and the tragic, complex past of his family, it gains an emotionally powerful, genuinely fascinating narrative component. Jude Law and Mads Mikkelsen's superb performances broadly contribute to this.  Too bad the first half suffers from the constant tweaks to the saga, taking once-important characters through irrelevant side adventures and repairing plot points established in earlier installments, seriously undermining the previous films and negatively affecting the pacing of this one.  The boat is no longer sinking, but the damage might be too much to continue sailing...""  Rating: B",6.763,7.0,"Fantasy,Adventure,Action",False,2022-04-06,Warner Bros. Pictures
The Roundup,619803,"Since _The Roundup_ is a South Korean film, it feels like it’s able to break away from whatever expectations you may have for an American made action blockbuster. It may be an action and a crime film, but it also adds elements of drama and is borderline horror at times with how extreme some of the action sequences are. Don Lee has undeniable magnetic charisma and is overflowing with unbelievable talent. He’s a certified, bone-breaking megastar. _The Roundup_ is a savagely captivating action extravaganza with lightning fast action and brilliant performances.   **Full review:** https://hubpages.com/entertainment/Fantasia-The-Roundup-Review",7.188,10.0,"Action,Crime",False,2022-05-18,BA Entertainment
Leprechaun Returns,518158,"How bizarre is it that the only _Leprechaun_ movie that has any sort of continuity to the original, is also the only one that doesn't have the same actor playing the titular leprechaun. This one's actually not too bad though. The new guy does a pretty good job in those tiny little shoes.   _Final rating:★★½ - Had a lot that appealed to me, didn’t quite work as a whole._",5.892,5.0,"Horror,Fantasy,Comedy",False,2018-12-11,Syfy
Hacksaw Ridge,324786,"Out of all the films nominated for best picture, there is one that isn’t getting much attention at all. In Hacksaw Ridge, the narrative surrounding the film doesn’t have much to do the film at all because it’s identity seems to be centered on Mel Gibson’s comeback.  Read More: https://reviews.boxofficebuz.com/review/hacksaw-ridge",8.189,7.0,"Drama,History,War",False,2016-10-07,Vendian Entertainment
Last Seen Alive,961484,You won't like Gerard Butler when he's angry... you'll love him (if you don't already).  The man himself is the reason to watch this film as he fully commits to the role and once he has you you're along for the ride.,6.58,6.0,"Action,Thriller",False,2022-05-19,Voltage Pictures
The Princess and the Frog,10198,"After the third attempt to watch this film, I finally got through the first 15 minutes and am glad I did. There always seemed to be something to stop me from getting too far in. So, what did I think?  ""Is it entertaining?"" Yes. For the most part, the songs were enjoyable and the animation was fine. The pacing could be improved somewhat, mostly by eliminated 2-3 songs. 2 out of 3  ""Is it interesting?"" Yes. The character backgrounds and the story development were easily above the average kids movie. The plot was a tad predictable and the moral seemed to meander some. 2 out of 3  ""Is it memorable?"" Somewhat. The most unique thing were the character types. While the animation was fine, some of the human facial expressions were just off enough to be slightly creepy. I am glad most of the movie had some of the main characters as animals. 1.5 out of 3  Start with 1. 1+2+2+1.5=6.5 I will round up for the overall enjoyment of the time spent. 7 stars.",7.181,7.0,"Romance,Family,Animation",False,2009-12-08,Walt Disney Pictures
